year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
2023,11,Saturday,Spring,Night (10pm-2am),Pakistan,Rural,123,Drug Offense,4.3,1,Female,46-55,0,0,79.57,,At Large,Open - Active,Emergency Call,25.3,2,33,No,No,No,Partial Coverage,Partially Lit,2,47.8,Yes
2022,2,Thursday,Summer,Night (10pm-2am),USA,Suburban,333,Theft,2.7,2,Female,36-45,0,0,583.49,Unknown,Arrested,Closed - Solved,Anonymous Tip,35.2,2,43,Yes,No,No,No Coverage,No Lighting,4,32.0,No
2023,7,Friday,Autumn,Late Night (2am-6am),France,Rural,161,Arson,6.6,2,Male,46-55,9,0,200.19,Firearm,Unknown,Closed - Solved,Emergency Call,37.8,1,109,No,Yes,No,Partial Coverage,Poorly Lit,3,61.1,No
2020,4,Tuesday,Winter,Evening (6pm-10pm),India,Suburban,521,Theft,4.9,1,Female,36-45,0,0,157.75,,Under Investigation,Closed - Unsolved,Emergency Call,32.6,4,19,Yes,Unknown,No,Full Coverage,Poorly Lit,2,80.9,Yes
2024,5,Monday,Winter,Afternoon (12pm-6pm),Mexico,Rural,116,Assault,5.9,1,Male,65+,2,0,239.56,Unknown,At Large,Open - Active,Online Portal,19.0,2,8,No,No,No,Full Coverage,Partially Lit,4,47.8,No
2022,5,Sunday,Winter,Morning (6am-12pm),Mexico,Urban,5175,Domestic Violence,5.7,1,Female,46-55,0,0,96.22,,At Large,Closed - Solved,Community Report,24.2,2,23,No,No,No,Full Coverage,Well Lit,2,43.0,No
2022,5,Monday,Winter,Morning (6am-12pm),India,Urban,11639,Theft,4.5,1,Male,Under 18,0,0,260.39,Firearm,At Large,Open - Cold Case,Emergency Call,49.3,5,36,Yes,No,No,No Coverage,Poorly Lit,2,60.4,Yes
2023,2,Tuesday,Autumn,Night (10pm-2am),Egypt,Suburban,200,Burglary,5.3,1,Female,56-65,0,0,537.68,Firearm,Convicted,Pending Trial,Police Station,76.3,2,107,No,Yes,No,Full Coverage,Well Lit,3,45.2,Yes
2023,5,Wednesday,Winter,Morning (6am-12pm),India,Rural,78,Cybercrime,4.3,1,Female,65+,0,0,3973.73,,Under Investigation,Pending Trial,Online Portal,72.3,2,96,No,Yes,No,Full Coverage,Poorly Lit,3,32.3,Yes
2020,3,Saturday,Winter,Evening (6pm-10pm),South Africa,Urban,559,Fraud,4.8,1,Female,56-65,0,0,5859.0,Knife,Arrested,Open - Cold Case,Emergency Call,29.2,4,26,No,No,No,Partial Coverage,Partially Lit,5,65.0,No
2023,4,Wednesday,Winter,Morning (6am-12pm),Pakistan,Suburban,848,Robbery,7.2,1,Female,46-55,4,1,275.41,,At Large,Closed - Unsolved,Online Portal,9.1,3,23,Yes,No,Yes,Partial Coverage,Well Lit,0,83.7,Yes
2021,2,Tuesday,Spring,Evening (6pm-10pm),Germany,Suburban,262,Drug Offense,5.0,2,Female,36-45,0,0,24.82,,Acquitted,Open - Active,Police Station,28.5,3,9,No,No,No,Partial Coverage,Partially Lit,3,60.9,Yes
2023,4,Thursday,Spring,Evening (6pm-10pm),Brazil,Suburban,231,Domestic Violence,5.9,3,Male,26-35,1,0,64.45,,Convicted,Closed - Solved,Emergency Call,23.9,1,20,No,Unknown,Yes,Partial Coverage,Partially Lit,7,82.7,No
2024,9,Monday,Summer,Night (10pm-2am),Mexico,Urban,5014,Theft,4.6,1,Male,26-35,0,0,921.22,Knife,Unknown,Open - Cold Case,Police Station,37.5,2,50,No,No,No,Full Coverage,Well Lit,1,59.0,Yes
2024,8,Thursday,Autumn,Late Night (2am-6am),Germany,Suburban,151,Robbery,6.5,1,Female,46-55,3,1,126.54,Firearm,Arrested,Closed - Solved,Police Station,10.9,2,113,Yes,Unknown,No,No Coverage,Well Lit,2,42.9,No
2023,11,Friday,Summer,Night (10pm-2am),India,Suburban,265,Robbery,6.5,1,Female,26-35,3,1,1138.76,Chemical,Unknown,Open - Active,Anonymous Tip,91.9,8,60,No,No,No,No Coverage,No Lighting,2,33.3,No
2022,12,Sunday,Spring,Late Night (2am-6am),Brazil,Remote,14,Robbery,7.7,2,Male,56-65,4,1,499.64,,Convicted,Open - Active,Emergency Call,37.8,1,16,No,No,No,No Coverage,Well Lit,5,39.4,Yes
2020,3,Sunday,Summer,Evening (6pm-10pm),Australia,Suburban,290,Burglary,5.0,1,Male,36-45,0,0,342.61,,Arrested,Closed - Unsolved,Emergency Call,14.6,5,7,Yes,No,Unknown,Partial Coverage,Partially Lit,3,64.3,Yes
2023,1,Saturday,Autumn,Night (10pm-2am),France,Rural,62,Cybercrime,4.3,1,Male,26-35,0,0,2735.2,,Convicted,Closed - Unsolved,Community Report,71.9,1,40,No,No,No,Partial Coverage,Poorly Lit,2,40.3,No
2021,1,Tuesday,Winter,Night (10pm-2am),Pakistan,Remote,21,Murder,9.6,1,Male,56-65,3,3,47.28,Vehicle,Arrested,Closed - Unsolved,Emergency Call,75.5,10,21,No,No,Yes,Full Coverage,Poorly Lit,3,77.3,No
2022,6,Friday,Autumn,Evening (6pm-10pm),Pakistan,Suburban,333,Drug Offense,6.7,3,Unknown,18-25,0,0,67.01,,Acquitted,Closed - Unsolved,Police Station,35.6,2,54,No,Yes,Unknown,No Coverage,Poorly Lit,2,33.1,No
2021,3,Wednesday,Autumn,Afternoon (12pm-6pm),Mexico,Urban,1776,Robbery,8.4,1,Male,18-25,4,0,313.96,Blunt Object,Arrested,Open - Cold Case,Emergency Call,21.4,2,14,Yes,No,Unknown,Partial Coverage,Well Lit,2,60.9,Yes
2020,4,Monday,Winter,Late Night (2am-6am),Nigeria,Suburban,117,Cybercrime,3.7,1,Female,36-45,0,0,4431.49,,Under Investigation,Pending Trial,Emergency Call,60.7,5,168,Unknown,Yes,No,Partial Coverage,Poorly Lit,3,65.9,Yes
2023,1,Friday,Summer,Late Night (2am-6am),UK,Rural,92,Fraud,6.9,3,Male,46-55,0,0,2387.65,,Unknown,Closed - Solved,Emergency Call,11.9,2,20,Yes,No,No,Partial Coverage,Poorly Lit,2,81.5,No
2020,8,Thursday,Summer,Night (10pm-2am),Egypt,Urban,1786,Theft,3.1,1,Male,36-45,0,0,217.65,Firearm,Under Investigation,Open - Active,Police Station,10.4,4,154,No,No,Unknown,Partial Coverage,Well Lit,4,70.4,No
2023,1,Tuesday,Spring,Night (10pm-2am),USA,Urban,985,Theft,2.5,2,Male,26-35,0,0,105.13,Vehicle,Under Investigation,Closed - Unsolved,Community Report,14.3,3,64,Unknown,No,No,Full Coverage,Poorly Lit,2,33.4,No
2021,5,Saturday,Autumn,Evening (6pm-10pm),India,Urban,349,Fraud,5.0,2,Male,56-65,0,0,222.81,Unknown,At Large,Closed - Unsolved,Emergency Call,20.6,4,56,No,No,No,Partial Coverage,Well Lit,1,44.3,No
2020,6,Sunday,Winter,Morning (6am-12pm),USA,Urban,914,Domestic Violence,7.2,1,Male,65+,0,0,37.73,Knife,Acquitted,Closed - Unsolved,Emergency Call,32.1,5,11,No,No,No,No Coverage,Partially Lit,4,32.5,No
2022,2,Monday,Winter,Night (10pm-2am),Pakistan,Urban,536,Robbery,6.2,1,Female,65+,3,0,20.21,,Arrested,Closed - Unsolved,Police Station,14.1,2,8,No,No,Unknown,Full Coverage,Well Lit,1,35.8,Yes
2020,7,Thursday,Winter,Afternoon (12pm-6pm),Nigeria,Suburban,602,Cybercrime,4.9,1,Male,18-25,0,0,348.44,Knife,Unknown,Closed - Solved,Emergency Call,44.4,5,26,No,Unknown,Yes,Full Coverage,Well Lit,1,80.8,No
2021,7,Tuesday,Summer,Night (10pm-2am),Nigeria,Rural,86,Arson,8.6,3,Male,18-25,3,0,128.27,Vehicle,At Large,Open - Cold Case,Police Station,9.5,8,9,Yes,No,No,Partial Coverage,Partially Lit,5,83.9,No
2023,1,Saturday,Spring,Night (10pm-2am),Nigeria,Remote,9,Sexual Assault,7.8,2,Female,18-25,0,0,61.01,Blunt Object,Under Investigation,Open - Active,Police Station,115.2,4,85,No,Yes,No,No Coverage,Poorly Lit,2,93.2,No
2020,4,Saturday,Autumn,Morning (6am-12pm),Mexico,Suburban,231,Fraud,5.8,2,Female,18-25,0,0,7951.64,,Convicted,Closed - Unsolved,Emergency Call,64.3,3,81,No,No,Yes,No Coverage,No Lighting,2,72.4,No
2024,12,Tuesday,Autumn,Afternoon (12pm-6pm),Australia,Urban,983,Robbery,7.2,1,Male,18-25,3,1,786.78,Blunt Object,Arrested,Pending Trial,Emergency Call,22.7,10,47,No,No,No,Full Coverage,Well Lit,1,73.2,Yes
2020,4,Thursday,Spring,Night (10pm-2am),France,Rural,71,Theft,3.2,4,Male,18-25,0,0,158.64,,Under Investigation,Pending Trial,Community Report,37.5,1,17,Yes,Unknown,No,Full Coverage,Well Lit,6,59.6,No
2021,5,Friday,Winter,Morning (6am-12pm),Germany,Remote,16,Robbery,6.8,1,Female,Under 18,3,0,1265.75,Knife,At Large,Closed - Unsolved,Police Station,37.8,2,81,No,No,No,Partial Coverage,Poorly Lit,0,70.2,Yes
2023,1,Tuesday,Summer,Night (10pm-2am),USA,Remote,15,Fraud,5.5,2,Male,56-65,0,0,22475.84,Knife,Convicted,Open - Cold Case,Emergency Call,18.4,2,30,Yes,Yes,Unknown,Partial Coverage,No Lighting,5,63.6,Yes
2021,1,Saturday,Winter,Evening (6pm-10pm),South Africa,Suburban,285,Theft,3.1,4,Male,26-35,0,0,69.21,,At Large,Closed - Solved,Emergency Call,24.0,1,14,Yes,No,Unknown,No Coverage,Partially Lit,3,47.6,No
2020,7,Saturday,Autumn,Afternoon (12pm-6pm),South Africa,Rural,49,Theft,4.5,1,Female,46-55,0,0,1172.8,Knife,Acquitted,Open - Cold Case,Police Station,16.2,5,25,Yes,No,No,Full Coverage,Well Lit,2,42.2,No
2022,9,Friday,Summer,Night (10pm-2am),Mexico,Remote,22,Assault,7.9,1,Female,26-35,0,0,77.97,,Arrested,Closed - Unsolved,Online Portal,67.0,2,30,Yes,No,No,Partial Coverage,No Lighting,1,80.2,No
2021,1,Wednesday,Winter,Afternoon (12pm-6pm),USA,Rural,46,Drug Offense,6.8,2,Female,46-55,0,0,11.49,Unknown,Under Investigation,Open - Active,Police Station,32.6,1,49,Unknown,No,Unknown,Full Coverage,Partially Lit,1,83.3,No
2024,2,Friday,Winter,Night (10pm-2am),Pakistan,Urban,1804,Drug Offense,4.5,2,Unknown,Under 18,0,0,69.56,,At Large,Pending Trial,Police Station,23.9,2,105,Unknown,Yes,Unknown,Full Coverage,Well Lit,1,65.4,Yes
2021,6,Friday,Summer,Night (10pm-2am),Indonesia,Urban,3028,Drug Offense,4.0,2,Female,56-65,0,0,94.64,,Arrested,Closed - Solved,Online Portal,24.3,2,5,No,No,No,Partial Coverage,Partially Lit,1,62.2,Yes
2023,6,Friday,Autumn,Night (10pm-2am),Egypt,Urban,627,Domestic Violence,6.3,2,Male,56-65,0,0,51.37,Knife,Under Investigation,Open - Active,Community Report,6.0,1,192,Yes,Unknown,No,Partial Coverage,Partially Lit,4,46.1,No
2024,2,Sunday,Winter,Night (10pm-2am),South Africa,Urban,1510,Theft,4.2,1,Female,Under 18,0,0,3535.11,,Unknown,Closed - Solved,Community Report,19.1,3,39,Unknown,Unknown,No,Full Coverage,Poorly Lit,5,68.9,No
2022,9,Sunday,Winter,Morning (6am-12pm),Pakistan,Urban,2849,Assault,7.9,1,Male,56-65,0,0,312.66,Blunt Object,Convicted,Closed - Solved,Police Station,10.7,1,45,No,Unknown,Unknown,Full Coverage,Well Lit,3,21.4,No
2024,4,Thursday,Autumn,Late Night (2am-6am),South Africa,Remote,10,Vandalism,3.4,1,Male,36-45,0,0,51.23,,Convicted,Open - Active,Community Report,54.9,2,52,No,No,Yes,No Coverage,Well Lit,2,89.7,No
2022,7,Friday,Winter,Afternoon (12pm-6pm),Nigeria,Rural,230,Theft,3.7,1,Female,65+,0,0,493.64,,Convicted,Open - Cold Case,Emergency Call,32.4,4,41,Unknown,No,No,Partial Coverage,Partially Lit,3,33.7,No
2024,6,Tuesday,Summer,Evening (6pm-10pm),South Africa,Suburban,600,Vandalism,1.1,1,Male,36-45,0,0,1128.98,,Unknown,Closed - Solved,Emergency Call,22.4,2,66,No,No,No,Partial Coverage,Partially Lit,2,69.8,No
2020,11,Sunday,Winter,Morning (6am-12pm),Egypt,Remote,12,Theft,4.5,2,Female,Under 18,0,0,712.53,Knife,At Large,Open - Active,Online Portal,108.9,4,724,No,No,No,Full Coverage,Partially Lit,4,72.6,No
2023,11,Thursday,Spring,Late Night (2am-6am),Egypt,Urban,3465,Fraud,3.7,1,Male,36-45,0,0,24270.95,,Acquitted,Open - Cold Case,Police Station,43.4,2,215,Yes,No,Yes,Partial Coverage,Well Lit,4,40.6,No
2022,3,Saturday,Summer,Evening (6pm-10pm),Turkey,Rural,111,Sexual Assault,7.2,1,Male,18-25,3,0,387.37,,Unknown,Open - Cold Case,Police Station,95.6,3,29,No,No,Yes,No Coverage,No Lighting,1,31.0,No
2022,8,Thursday,Spring,Morning (6am-12pm),India,Remote,16,Sexual Assault,9.6,1,Male,65+,4,0,47.06,Knife,Arrested,Open - Active,Emergency Call,16.6,1,186,No,No,No,Partial Coverage,Poorly Lit,1,63.7,Yes
2023,7,Sunday,Spring,Night (10pm-2am),France,Urban,795,Vandalism,2.7,1,Unknown,56-65,0,0,18.99,Firearm,Under Investigation,Open - Active,Police Station,23.1,1,68,Yes,No,No,Partial Coverage,Poorly Lit,2,65.7,No
2023,9,Friday,Winter,Night (10pm-2am),Nigeria,Suburban,170,Burglary,4.4,1,Female,18-25,0,0,389.79,Knife,Unknown,Closed - Unsolved,Emergency Call,23.5,3,9,No,No,Unknown,No Coverage,Well Lit,1,35.5,Yes
2020,3,Saturday,Autumn,Morning (6am-12pm),UK,Rural,65,Fraud,4.5,1,Male,Under 18,0,0,2537.87,,Convicted,Closed - Solved,Emergency Call,30.7,4,9,No,No,No,Full Coverage,Well Lit,1,50.8,No
2021,1,Wednesday,Spring,Late Night (2am-6am),Australia,Urban,1643,Theft,2.3,1,Female,56-65,0,0,578.07,Knife,Unknown,Closed - Solved,Police Station,34.2,4,31,No,No,Yes,No Coverage,Poorly Lit,1,22.5,No
2023,2,Saturday,Spring,Night (10pm-2am),Mexico,Rural,324,Arson,7.9,1,Female,46-55,6,0,190.88,Firearm,Arrested,Pending Trial,Police Station,37.7,4,104,Unknown,Yes,No,Full Coverage,No Lighting,0,68.0,Yes
2023,12,Friday,Autumn,Evening (6pm-10pm),Egypt,Suburban,367,Sexual Assault,7.8,1,Female,36-45,1,0,339.26,Knife,Arrested,Closed - Unsolved,Police Station,22.8,3,35,No,No,No,Partial Coverage,Poorly Lit,0,43.8,Yes
2024,11,Saturday,Winter,Evening (6pm-10pm),Mexico,Urban,10309,Drug Offense,6.6,1,Male,18-25,0,0,12.5,,Arrested,Closed - Unsolved,Police Station,50.4,4,102,Yes,Yes,No,Full Coverage,No Lighting,1,31.5,No
2023,12,Wednesday,Autumn,Afternoon (12pm-6pm),Pakistan,Rural,85,Robbery,7.1,4,Female,36-45,1,0,185.22,Knife,Arrested,Closed - Unsolved,Emergency Call,45.9,1,83,Yes,No,No,No Coverage,Poorly Lit,3,58.1,No
2024,1,Friday,Winter,Afternoon (12pm-6pm),Pakistan,Urban,1622,Theft,3.5,2,Female,46-55,0,0,2891.13,Unknown,Arrested,Open - Active,Police Station,19.2,5,53,Yes,No,No,Partial Coverage,Well Lit,1,29.7,No
2023,11,Sunday,Winter,Evening (6pm-10pm),USA,Urban,2417,Arson,6.2,2,Male,56-65,6,0,101.74,,Unknown,Open - Cold Case,Police Station,8.6,2,26,No,No,Unknown,Partial Coverage,Partially Lit,6,36.7,No
2021,5,Saturday,Spring,Afternoon (12pm-6pm),Pakistan,Suburban,436,Domestic Violence,5.8,1,Female,65+,3,0,11.41,Knife,Under Investigation,Closed - Unsolved,Emergency Call,11.9,5,20,Yes,Unknown,No,Partial Coverage,Partially Lit,2,77.4,No
2020,10,Sunday,Summer,Evening (6pm-10pm),Pakistan,Rural,162,Robbery,8.0,1,Male,26-35,3,1,323.96,Vehicle,Arrested,Closed - Unsolved,Police Station,41.5,3,22,No,Yes,Yes,No Coverage,Poorly Lit,5,79.8,No
2023,2,Tuesday,Autumn,Late Night (2am-6am),Canada,Suburban,715,Vandalism,3.2,2,Female,26-35,0,0,8.18,Firearm,Arrested,Closed - Solved,Emergency Call,43.5,1,71,No,No,No,No Coverage,Partially Lit,2,51.4,No
2023,3,Saturday,Autumn,Late Night (2am-6am),South Africa,Rural,123,Vandalism,1.7,4,Male,Under 18,0,0,160.32,Unknown,Convicted,Closed - Solved,Police Station,24.0,3,36,No,Yes,No,Partial Coverage,Poorly Lit,2,36.7,Yes
2020,8,Saturday,Summer,Late Night (2am-6am),Germany,Urban,942,Assault,6.5,4,Male,65+,4,0,253.27,,Under Investigation,Closed - Unsolved,Police Station,30.1,5,34,No,No,Yes,No Coverage,No Lighting,1,71.1,No
2022,10,Thursday,Winter,Evening (6pm-10pm),South Africa,Urban,631,Robbery,8.5,1,Male,36-45,2,0,319.92,,At Large,Open - Active,Police Station,7.2,2,16,Unknown,No,No,Partial Coverage,Partially Lit,2,48.2,Yes
2024,5,Sunday,Winter,Afternoon (12pm-6pm),Brazil,Urban,1623,Theft,3.1,3,Female,Under 18,0,0,370.21,Knife,Convicted,Closed - Unsolved,Police Station,63.8,2,103,No,No,Unknown,Partial Coverage,Partially Lit,1,65.9,Yes
2022,4,Saturday,Spring,Morning (6am-12pm),Australia,Suburban,242,Theft,2.4,2,Male,26-35,0,0,782.6,,Convicted,Closed - Unsolved,Community Report,67.6,1,76,Yes,No,Unknown,Partial Coverage,Partially Lit,0,37.6,No
2022,5,Sunday,Winter,Evening (6pm-10pm),Pakistan,Suburban,408,Assault,6.3,1,Female,56-65,1,0,515.57,,At Large,Closed - Solved,Police Station,37.0,4,518,Yes,Unknown,No,Partial Coverage,No Lighting,2,60.3,No
2022,10,Saturday,Winter,Morning (6am-12pm),South Africa,Urban,2017,Theft,3.8,5,Female,56-65,0,0,681.44,Knife,Arrested,Open - Cold Case,Community Report,19.2,2,38,Unknown,No,No,Full Coverage,Well Lit,1,32.7,No
2021,6,Thursday,Spring,Evening (6pm-10pm),Germany,Rural,45,Theft,2.0,1,Female,18-25,0,0,962.76,Firearm,Under Investigation,Closed - Unsolved,Emergency Call,30.9,2,187,No,No,No,Partial Coverage,No Lighting,3,83.7,No
2022,12,Monday,Autumn,Night (10pm-2am),USA,Rural,60,Burglary,5.0,4,Male,65+,0,0,649.68,Firearm,Convicted,Open - Active,Emergency Call,38.5,3,23,Unknown,No,Yes,Partial Coverage,Poorly Lit,1,42.7,No
2022,7,Tuesday,Winter,Night (10pm-2am),USA,Suburban,94,Extortion,6.8,1,Female,18-25,0,0,23568.82,Unknown,Convicted,Closed - Solved,Community Report,29.0,1,7,Unknown,No,Yes,Full Coverage,No Lighting,0,33.6,No
2020,9,Sunday,Summer,Morning (6am-12pm),South Africa,Urban,304,Theft,4.9,1,Male,36-45,0,0,3563.83,Knife,Unknown,Closed - Unsolved,Police Station,14.4,4,14,No,Yes,No,Partial Coverage,No Lighting,5,29.2,No
2023,1,Sunday,Autumn,Night (10pm-2am),India,Suburban,549,Sexual Assault,8.2,2,Female,18-25,4,0,76.78,Knife,Convicted,Pending Trial,Police Station,20.7,3,75,No,Yes,Unknown,Full Coverage,Well Lit,2,34.5,No
2022,4,Wednesday,Spring,Evening (6pm-10pm),Canada,Urban,841,Vandalism,1.5,1,Male,36-45,0,0,45.07,Firearm,Acquitted,Open - Cold Case,Anonymous Tip,15.9,2,9,No,No,Unknown,Partial Coverage,Partially Lit,4,25.6,No
2024,12,Monday,Autumn,Afternoon (12pm-6pm),South Africa,Remote,49,Theft,3.6,1,Female,18-25,0,0,430.85,Vehicle,Convicted,Open - Active,Online Portal,64.9,5,27,Yes,No,No,Partial Coverage,Well Lit,5,81.7,Yes
2024,12,Tuesday,Winter,Evening (6pm-10pm),UK,Suburban,176,Vandalism,1.9,1,Male,26-35,0,0,27.4,,Arrested,Pending Trial,Police Station,44.9,3,46,Yes,Yes,No,Full Coverage,Well Lit,2,48.6,No
2021,9,Sunday,Winter,Evening (6pm-10pm),Germany,Rural,80,Assault,5.6,1,Female,46-55,3,0,103.58,Unknown,Acquitted,Open - Active,Community Report,46.4,1,76,No,No,Unknown,No Coverage,Poorly Lit,3,66.2,No
2023,5,Thursday,Summer,Night (10pm-2am),Canada,Urban,2111,Theft,3.8,1,Male,65+,0,0,369.5,Blunt Object,Unknown,Closed - Solved,Anonymous Tip,27.3,4,12,No,Unknown,No,Full Coverage,Poorly Lit,1,23.3,No
2022,8,Saturday,Spring,Evening (6pm-10pm),Australia,Urban,4655,Domestic Violence,7.7,3,Female,18-25,1,0,55.71,Blunt Object,Convicted,Open - Active,Emergency Call,52.5,2,73,Yes,Unknown,No,No Coverage,Partially Lit,1,33.1,No
2024,12,Tuesday,Autumn,Night (10pm-2am),Pakistan,Rural,78,Theft,4.5,2,Male,36-45,0,0,244.53,Firearm,At Large,Pending Trial,Emergency Call,11.6,4,26,Yes,No,No,No Coverage,Well Lit,5,69.8,No
2021,1,Thursday,Winter,Late Night (2am-6am),Australia,Urban,841,Cybercrime,3.5,1,Male,46-55,0,0,1339.55,,Acquitted,Closed - Unsolved,Police Station,5.7,3,84,No,No,No,Partial Coverage,Poorly Lit,2,71.4,No
2023,4,Thursday,Summer,Morning (6am-12pm),Mexico,Urban,4329,Theft,4.3,2,Female,26-35,0,0,431.78,,Arrested,Open - Active,Police Station,8.8,1,64,No,No,Yes,Partial Coverage,Well Lit,4,26.0,No
2023,12,Sunday,Spring,Night (10pm-2am),France,Suburban,259,Fraud,3.9,3,Male,36-45,0,0,889.18,Firearm,Unknown,Closed - Solved,Online Portal,27.8,4,21,No,No,No,Full Coverage,Poorly Lit,2,80.7,No
2021,12,Wednesday,Summer,Afternoon (12pm-6pm),Pakistan,Suburban,1055,Robbery,6.9,1,Female,26-35,1,0,626.22,Firearm,Arrested,Open - Cold Case,Community Report,44.9,2,11,No,No,No,No Coverage,Well Lit,4,74.3,No
2020,9,Monday,Spring,Morning (6am-12pm),Pakistan,Urban,1989,Theft,4.8,1,Male,Under 18,0,0,91.54,Firearm,Under Investigation,Open - Active,Police Station,8.0,6,87,No,Unknown,No,No Coverage,Partially Lit,3,76.6,No
2023,1,Saturday,Winter,Night (10pm-2am),Brazil,Rural,84,Cybercrime,5.7,1,Female,26-35,0,0,2893.45,Knife,At Large,Closed - Solved,Emergency Call,97.4,5,12,No,No,Yes,No Coverage,Well Lit,1,39.8,Yes
2023,1,Sunday,Spring,Evening (6pm-10pm),Brazil,Rural,248,Drug Offense,4.5,2,Male,36-45,0,0,288.28,,Under Investigation,Closed - Unsolved,Anonymous Tip,50.3,2,35,Yes,No,No,Full Coverage,Well Lit,4,64.0,No
2021,4,Wednesday,Spring,Night (10pm-2am),Nigeria,Rural,88,Assault,5.2,1,Female,56-65,1,0,116.21,Firearm,Arrested,Open - Cold Case,Police Station,49.4,1,25,No,No,Yes,No Coverage,Partially Lit,1,53.3,No
2023,3,Sunday,Winter,Evening (6pm-10pm),USA,Suburban,359,Sexual Assault,7.9,1,Female,65+,3,0,361.22,Vehicle,Arrested,Closed - Unsolved,Police Station,45.8,3,13,No,No,No,No Coverage,No Lighting,3,72.1,No
2022,7,Wednesday,Autumn,Afternoon (12pm-6pm),Mexico,Urban,1504,Theft,3.7,2,Male,18-25,0,0,104.36,,Under Investigation,Open - Active,Anonymous Tip,14.7,4,16,Unknown,No,No,No Coverage,Well Lit,0,22.4,Yes
2023,11,Wednesday,Winter,Night (10pm-2am),Mexico,Remote,32,Theft,4.6,1,Female,56-65,0,0,244.43,,Arrested,Open - Cold Case,Police Station,19.2,4,26,Yes,Unknown,Yes,Partial Coverage,Partially Lit,2,87.3,No
2021,3,Monday,Spring,Evening (6pm-10pm),India,Rural,195,Vandalism,1.4,1,Male,26-35,0,0,105.41,,Arrested,Open - Cold Case,Emergency Call,55.7,2,25,No,No,Unknown,Partial Coverage,Well Lit,4,67.5,No
2024,1,Friday,Summer,Evening (6pm-10pm),Australia,Suburban,481,Cybercrime,4.2,3,Female,46-55,0,0,68.33,,Convicted,Open - Active,Police Station,61.0,1,34,No,No,Yes,Partial Coverage,Poorly Lit,2,48.9,Yes
2021,12,Tuesday,Autumn,Night (10pm-2am),Australia,Suburban,635,Theft,2.8,1,Male,46-55,0,0,846.64,Unknown,Under Investigation,Closed - Unsolved,Community Report,57.0,3,22,Unknown,No,No,Partial Coverage,Well Lit,1,50.4,Yes
2022,11,Monday,Summer,Afternoon (12pm-6pm),India,Urban,1113,Arson,6.0,5,Female,26-35,4,0,50.47,Knife,Under Investigation,Closed - Unsolved,Police Station,23.4,3,98,No,Yes,No,Partial Coverage,Poorly Lit,0,50.3,Yes
2020,10,Tuesday,Summer,Evening (6pm-10pm),Egypt,Rural,89,Fraud,6.2,2,Female,26-35,0,0,1781.58,,At Large,Open - Active,Emergency Call,77.5,10,122,No,No,Yes,Full Coverage,Well Lit,2,83.2,Yes
2020,2,Monday,Summer,Evening (6pm-10pm),South Africa,Rural,104,Murder,9.6,2,Male,18-25,2,1,633.61,,Acquitted,Open - Active,Emergency Call,68.3,3,14,No,No,No,Partial Coverage,Well Lit,3,32.4,Yes
2022,10,Monday,Summer,Afternoon (12pm-6pm),Mexico,Urban,1070,Theft,2.7,1,Male,46-55,0,0,69.78,Knife,Convicted,Open - Active,Police Station,44.6,2,17,No,Yes,Yes,Partial Coverage,No Lighting,1,64.5,No
2021,4,Tuesday,Spring,Evening (6pm-10pm),Australia,Suburban,577,Theft,2.5,2,Female,56-65,0,0,644.55,Unknown,Convicted,Open - Active,Police Station,23.3,2,38,No,No,Unknown,Partial Coverage,Poorly Lit,6,77.0,Yes
2024,1,Sunday,Spring,Night (10pm-2am),India,Urban,3760,Theft,2.4,1,Female,18-25,0,0,1095.52,Firearm,At Large,Closed - Unsolved,Emergency Call,7.0,3,19,No,No,No,No Coverage,Well Lit,3,49.0,No
2020,1,Tuesday,Winter,Afternoon (12pm-6pm),India,Suburban,858,Fraud,4.9,1,Female,18-25,0,0,1005.23,Blunt Object,Convicted,Open - Active,Police Station,37.3,5,24,Yes,No,No,Partial Coverage,Well Lit,3,57.0,No
2022,12,Saturday,Summer,Afternoon (12pm-6pm),Mexico,Urban,1269,Sexual Assault,7.7,3,Male,26-35,3,0,19.11,Vehicle,Arrested,Pending Trial,Police Station,17.7,3,27,Yes,No,No,Partial Coverage,Partially Lit,1,75.9,No
2022,8,Tuesday,Summer,Evening (6pm-10pm),USA,Rural,169,Assault,6.5,1,Unknown,26-35,1,0,200.05,,At Large,Closed - Solved,Emergency Call,30.5,5,12,No,No,No,Full Coverage,Partially Lit,2,63.3,Yes
2020,7,Thursday,Summer,Afternoon (12pm-6pm),Indonesia,Rural,90,Theft,3.2,2,Male,26-35,0,0,1094.28,,Acquitted,Open - Active,Community Report,42.7,2,22,Unknown,No,No,Partial Coverage,Partially Lit,2,56.1,No
2020,8,Friday,Autumn,Evening (6pm-10pm),Mexico,Urban,1816,Fraud,3.8,1,Male,26-35,0,0,27483.95,,Arrested,Closed - Solved,Emergency Call,5.3,2,10,Unknown,No,No,No Coverage,No Lighting,4,61.6,No
